iid,gender,pid,match,int_corr,samerace,age_o,race_o,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,imprelig,career,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,career_c
511,0,538,0,0.02,0,32,2,0,5,7,7,5,6,3,5,3,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,0,4,3,5,4,2,2,4,4,0,7
511,0,539,0,0.02,0,22,2,0,4,8,10,4,10,3,7,4,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,1,3,3,4,3,2,2,3,4,0,7
511,0,540,0,0.52,0,24,2,0,7,8,7,7,5,3,7,5,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,0,3,5,5,5,3,2,4,5,0,7
511,0,541,0,-0.05,1,23,4,0,5,7,10,5,10,5,3,4,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,1,4,2,6,5,2,3,5,5,0,7
511,0,542,1,-0.03,1,23,4,1,4,5,8,6,7,9,6,8,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,1,4,4,5,4,2,2,3,5,0,7
511,0,543,0,-0.33,1,24,4,0,6,8,8,6,8,3,8,4,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,1,3,3,6,6,4,3,5,5,0,7
511,0,544,0,-0.12,1,23,4,0,8,8,5,7,6,5,7,4,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,1,3,3,3,4,3,2,4,4,0,7
511,0,545,0,0.16,0,24,2,0,,,,,,,,,,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,0,,,,,,,,,,7
511,0,546,0,-0.05,0,30,2,0,6,6,7,5,6,6,5,6,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,1,6,6,6,7,3,5,6,5,0,7
511,0,547,0,0.37,0,30,2,0,4,7,6,4,2,1,5,6,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,0,7,7,6,7,3,6,7,6,0,7
511,0,548,1,-0.2,0,30,2,1,9,9,9,5,8,5,7,7,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,1,5,3,5,5,2,2,4,4,0,7
511,0,549,0,0.17,0,28,2,0,6,8,6,5,8,5,4,4,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,1,4,5,5,5,3,3,5,4,0,7
511,0,550,0,0.48,0,30,2,0,5,4,5,5,5,4,6,3,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,0,6,6,7,5,5,5,4,6,0,7
511,0,551,0,0.37,0,27,1,0,5,8,9,6,8,7,4,6,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,1,6,5,7,8,6,6,7,5,0,7
511,0,552,0,0.83,0,25,2,0,7,5,5,4,5,1,4,6,2,23,Electrical Engineering,5,"S.V Regional Engineering College,India",4,2,2,Business Management and Information Technology,1,6,3,5,3,3,3,4,4,0,7
512,0,531,0,0.22,0,25,4,0,10,8,5,3,10,1,3,1,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,5,8,8,5,8,4,5,5,0,6
512,0,532,0,-0.24,0,26,4,0,7,7,7,6,5,4,5,5,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,5,8,8,5,8,4,5,5,0,6
512,0,533,0,0.35,1,26,2,1,8,7,8,8,,,7,6,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,8,6,8,6,8,4,6,5,0,6
512,0,534,0,0.23,0,24,6,1,7,7,6,7,8,7,7,7,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,6,7,8,5,8,4,5,6,0,6
512,0,535,0,0.46,1,23,2,1,8,8,8,7,8,6,8,7,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,5,8,9,5,8,4,5,6,0,6
512,0,536,0,0.54,1,29,2,0,9,5,7,4,6,3,6,2,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,5,7,8,4,8,4,4,7,0,6
512,0,537,0,0.54,0,22,4,0,9,8,9,8,8,7,8,4,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,7,7,8,6,8,6,7,7,0,6
512,0,538,0,0.02,1,32,2,0,,,,,,,,,,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,,,,,,,,,,6
512,0,539,0,0.08,1,22,2,1,8,6,7,7,6,7,7,6,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,5,8,8,5,8,3,5,7,0,6
512,0,540,0,0.45,1,24,2,0,,,,,,,,,,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,,,,,,,,,,6
512,0,541,0,-0.19,0,23,4,1,10,10,5,7,6,5,10,4,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,5,9,9,3,9,4,6,5,0,6
512,0,542,0,0.3,0,23,4,0,10,7,6,7,6,2,6,2,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,5,9,9,4,9,3,5,5,0,6
512,0,543,0,-0.18,0,24,4,0,8,8,8,5,8,3,5,3,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,5,8,9,4,9,3,5,6,,6
512,0,544,0,0.09,0,23,4,0,5,5,5,5,5,5,5,5,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,5,9,9,4,9,3,5,5,0,6
512,0,545,0,0.02,1,24,2,0,6,5,6,8,5,1,5,7,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,7,8,8,8,7,6,7,7,0,6
512,0,546,0,-0.2,1,30,2,1,7,6,5,7,7,4,6,7,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,7,8,8,8,7,6,7,7,0,6
512,0,547,1,0.32,1,30,2,1,8,8,7,9,6,6,8,6,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,1,8,7,9,8,8,7,7,8,0,6
512,0,548,0,-0.19,1,30,2,0,,,,,,,,,,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,,,,,,,,,,6
512,0,549,0,0.26,1,28,2,1,8,8,6,7,7,6,8,5,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,7,9,9,6,8,7,5,5,0,6
512,0,550,0,0.63,1,30,2,1,7,4,4,6,4,3,7,5,2,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,6,8,9,6,8,6,6,8,0,6
512,0,551,0,0.37,0,27,1,0,,,,,,,,,,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,5,8,9,5,8,5,5,5,0,6
512,0,552,0,0.73,1,25,2,0,,,,,,,,,,,MFA Acting Program,15,Hamilton College,2,1,1,Actress,0,,,,,,,,,,6
513,0,531,0,-0.05,0,25,4,0,10,8,10,5,10,1,3,1,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,4,7,7,4,4,4,6,4,0,6
513,0,532,0,0,0,26,4,0,,,,,,,,,,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,3,9,8,2,5,2,2,2,0,6
513,0,533,1,0.12,1,26,2,1,7,8,8,8,6,5,7,7,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,1,6,6,6,6,6,4,5,5,0,6
513,0,534,0,-0.11,0,24,6,1,8,8,9,8,8,8,8,6,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,4,6,6,5,5,5,5,5,0,6
513,0,535,1,0.52,1,23,2,1,8,8,7,7,7,7,8,7,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,1,6,6,6,6,6,6,5,5,0,6
513,0,536,0,0.66,1,29,2,0,8,3,6,7,6,3,4,2,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,4,5,5,5,5,5,5,5,0,6
513,0,537,1,0.76,0,22,4,1,8,8,8,8,8,6,7,5,,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,1,6,5,7,7,7,6,6,5,0,6
513,0,538,0,0.07,1,32,2,1,8,5,6,7,7,6,5,5,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,6,4,4,4,,,,9,0,6
513,0,539,0,0.45,1,22,2,1,10,7,6,10,7,6,8,7,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,4,8,8,8,6,6,8,9,,6
513,0,540,0,0.02,1,24,2,1,7,6,6,7,5,4,7,4,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,3,8,8,4,4,6,6,5,0,6
513,0,541,0,-0.01,0,23,4,0,,,,,,,,,,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,,,,,,,,,,6
513,0,542,0,0.61,0,23,4,1,8,6,7,8,6,2,8,5,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,2,5,5,5,10,2,2,5,0,6
513,0,543,0,-0.15,0,24,4,0,5,8,8,8,8,5,3,3,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,4,6,6,4,5,4,2,2,0,6
513,0,544,0,0.02,0,23,4,1,6,7,7,9,8,6,7,4,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,5,7,7,7,7,5,2,2,0,6
513,0,545,0,-0.33,1,24,2,0,8,4,5,8,7,2,5,8,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,7,6,7,5,5,5,6,5,0,6
513,0,546,1,0,1,30,2,1,8,7,7,9,6,6,8,8,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,1,7,5,7,7,7,9,5,7,0,6
513,0,547,0,0.6,1,30,2,1,7,7,6,8,7,4,7,6,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,6,5,5,6,5,5,5,5,0,6
513,0,548,0,-0.1,1,30,2,1,8,2,3,8,2,1,4,4,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,5,3,4,6,4,4,5,5,0,6
513,0,549,0,0.34,1,28,2,0,7,7,6,5,6,4,5,3,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,8,2,5,5,5,5,5,2,0,6
513,0,550,1,0.73,1,30,2,1,9,6,6,7,6,4,8,8,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,1,6,7,7,4,4,6,6,5,0,6
513,0,551,0,0.58,0,27,1,1,9,6,5,9,7,5,8,3,2,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,0,4,8,6,2,5,2,3,5,0,6
513,0,552,1,0.55,1,25,2,1,8,9,9,9,6,8,9,6,,23,MFA Acting Program,15,Tufts University,2,1,1,Actress,1,7,6,7,7,6,6,7,5,0,6
514,0,531,0,0.21,0,25,4,0,5,10,10,8,10,5,5,1,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,0,5,6,6,6,6,2,4,2,0,2
514,0,532,0,-0.04,0,26,4,1,6,8,8,8,5,6,7,6,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,0,4,9,6,3,4,2,3,2,0,2
514,0,533,0,0.24,1,26,2,0,5,7,7,6,9,3,5,5,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,1,8,9,9,6,5,5,7,6,0,2
514,0,534,0,0.06,0,24,6,1,7,7,8,7,8,7,8,8,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,0,8,9,7,6,6,4,6,4,0,2
514,0,535,0,0.38,1,23,2,0,6,8,7,6,9,6,6,6,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,1,9,8,7,8,3,3,6,4,0,2
514,0,536,0,0.55,1,29,2,0,2,5,4,1,4,2,1,3,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,1,10,10,7,8,5,5,8,5,0,2
514,0,537,0,0.81,0,22,4,0,6,8,7,4,5,5,7,1,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,0,9,7,6,6,6,2,3,2,0,2
514,0,538,0,-0.06,1,32,2,0,3,7,6,7,5,5,6,7,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,1,7,7,7,,10,5,5,8,5,2
514,0,539,0,0.34,1,22,2,0,3,7,10,8,7,6,7,6,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,1,6,7,10,9,10,5,7,7,0,2
514,0,540,0,0.33,1,24,2,1,6,7,6,7,6,5,6,5,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,0,3,4,4,4,4,0,5,2,0,2
514,0,541,0,0.02,0,23,4,0,4,5,9,7,8,5,2,2,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,0,4,8,9,4,5,2,5,4,0,2
514,0,542,0,0.46,0,23,4,0,4,7,6,4,6,7,8,7,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,0,8,7,8,8,6,4,7,5,0,2
514,0,543,0,-0.19,0,24,4,0,5,7,7,6,7,3,5,4,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,0,4,5,5,4,4,4,6,3,0,2
514,0,544,0,-0.09,0,23,4,1,6,7,7,9,7,8,7,5,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,0,7,8,9,7,4,4,6,4,0,2
514,0,545,0,-0.1,1,24,2,0,,,,,,,,,,23,sociology,3,Princeton University,2,8,9,teacher and performer,0,,,,,,,,,,2
514,0,546,0,0.18,1,30,2,0,5,8,5,8,6,7,6,8,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,1,10,9,9,8,7,5,8,6,0,2
514,0,547,0,0.65,1,30,2,0,6,6,7,8,10,1,6,6,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,1,7,8,9,5,7,5,6,7,0,2
514,0,548,0,0.25,1,30,2,0,3,6,2,2,2,1,3,7,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,1,8,7,7,6,7,4,8,5,0,2
514,0,549,0,0.46,1,28,2,0,2,7,7,8,6,6,5,6,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,0,8,9,7,6,5,5,6,5,0,2
514,0,550,0,0.44,1,30,2,0,4,5,5,8,5,4,6,4,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,1,7,8,9,7,6,5,7,6,0,2
514,0,551,0,0.44,0,27,1,0,6,6,6,8,5,5,7,7,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,1,8,9,8,7,6,5,7,6,0,2
514,0,552,0,0.54,1,25,2,0,4,6,8,7,8,8,6,9,2,23,sociology,3,Princeton University,2,8,9,teacher and performer,1,10,7,5,5,5,9,7,4,0,2
515,0,531,0,0.65,0,25,4,0,7,10,10,5,5,4,5,1,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,1,4,8,10,7,7,10,8,5,0,16
515,0,532,0,0.07,0,26,4,0,6,6,5,6,4,2,5,5,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,4,7,9,6,8,3,8,5,0,16
515,0,533,0,0.6,1,26,2,0,7,7,6,6,,4,6,5,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,4,5,7,5,6,3,4,3,0,16
515,0,534,0,0.26,0,24,6,1,7,8,7,7,8,7,8,8,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,4,5,6,7,6,,6,4,0,16
515,0,535,1,-0.19,1,23,2,1,9,8,8,8,7,8,9,8,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,1,7,6,8,8,8,7,7,6,0,16
515,0,536,0,0.32,1,29,2,0,8,6,6,8,7,3,5,3,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,7,5,6,8,7,,5,6,0,16
515,0,537,0,0.19,0,22,4,0,6,8,9,8,,5,8,3,,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,6,5,8,8,8,,4,3,0,16
515,0,538,0,-0.08,1,32,2,0,5,4,7,4,7,4,4,3,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,4,5,8,8,8,6,7,5,0,16
515,0,539,0,0.27,1,22,2,1,8,5,8,6,5,7,7,5,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,4,4,7,6,8,3,3,4,0,16
515,0,540,0,-0.11,1,24,2,1,6,7,7,6,5,3,4,2,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,4,5,8,9,7,3,7,4,0,16
515,0,541,0,0.21,0,23,4,1,9,9,9,8,7,5,7,4,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,4,5,8,5,8,4,5,3,0,16
515,0,542,0,-0.3,0,23,4,1,8,4,6,7,4,2,8,4,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,4,7,8,6,8,,3,6,0,16
515,0,543,0,-0.26,0,24,4,0,8,8,7,7,8,3,6,4,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,5,6,7,8,7,,5,4,0,16
515,0,544,0,-0.64,0,23,4,0,8,2,4,5,5,4,5,2,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,5,5,7,8,7,4,5,3,0,16
515,0,545,0,0.27,1,24,2,0,,,,,,,,,,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,,,,,,,,,,16
515,0,546,0,0.26,1,30,2,0,5,5,5,6,8,6,5,6,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,9,7,7,8,8,,7,4,0,16
515,0,547,0,0.4,1,30,2,0,5,7,7,5,5,1,5,5,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,6,8,8,7,6,,6,4,0,16
515,0,548,0,0.29,1,30,2,0,7,7,5,3,3,3,4,6,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,6,6,6,6,5,5,8,6,0,16
515,0,549,0,-0.22,1,28,2,1,6,7,7,8,7,5,6,5,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,4,6,7,6,6,,5,4,0,16
515,0,550,0,0.22,1,30,2,0,6,6,7,6,4,4,5,5,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,2,3,3,5,5,,6,5,0,16
515,0,551,0,0.16,0,27,1,1,9,7,8,7,7,5,8,3,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,0,3,5,6,5,4,,10,6,0,16
515,0,552,1,0.39,1,25,2,1,7,,5,5,5,4,8,7,2,23,Nonfiction writing,6,University of Kansas,2,8,5,Writer/journalist,1,7,7,8,7,7,7,7,5,0,16
516,0,531,0,-0.33,1,25,4,1,10,8,10,10,10,5,5,3,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,6,7,8,7,8,6,6,7,0,2
516,0,532,0,-0.22,1,26,4,0,7,4,7,3,5,3,4,1,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,3,8,7,3,6,6,3,5,0,2
516,0,533,0,0.03,0,26,2,0,7,8,5,5,,,3,2,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,6,7,7,7,6,8,6,6,0,2
516,0,534,0,0.12,0,24,6,1,7,8,8,8,7,8,9,8,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,5,8,7,5,6,6,4,5,0,2
516,0,535,1,0.46,0,23,2,1,9,7,9,8,8,6,10,10,1,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,1,10,10,10,9,5,6,8,10,1,2
516,0,536,1,0.44,0,29,2,1,10,8,9,9,9,7,9,6,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,1,8,8,8,8,8,7,7,7,0,2
516,0,537,0,0.62,1,22,4,0,8,8,8,6,6,4,7,6,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,1,7,8,8,7,8,7,7,7,0,2
516,0,538,0,0.09,0,32,2,0,6,3,5,6,5,4,5,4,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,1,6,8,7,8,7,8,7,7,0,2
516,0,539,0,0.12,0,22,2,1,9,4,5,7,8,9,8,5,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,5,7,7,7,7,7,5,5,0,2
516,0,540,0,0.21,0,24,2,0,7,5,5,6,5,3,6,2,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,5,7,7,7,7,6,4,4,0,2
516,0,541,1,-0.27,1,23,4,1,7,6,10,7,9,4,6,4,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,1,6,7,7,6,6,6,4,5,0,2
516,0,542,0,0.58,1,23,4,1,9,4,6,7,6,6,7,1,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,4,6,7,6,7,6,4,4,0,2
516,0,543,0,-0.05,1,24,4,1,9,8,8,8,8,7,9,8,1,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,5,8,7,7,7,6,6,6,0,2
516,0,544,0,0.26,1,23,4,0,6,4,5,5,4,4,4,2,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,5,7,6,7,6,6,4,4,0,2
516,0,545,0,-0.18,0,24,2,0,,,,,,,,,,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,,,,,,,,,,2
516,0,546,0,-0.07,0,30,2,0,5,3,5,6,8,5,4,4,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,6,7,8,7,7,6,6,5,0,2
516,0,547,0,0.37,0,30,2,0,5,7,7,5,5,1,5,5,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,6,9,7,6,7,6,6,5,0,2
516,0,548,0,-0.1,0,30,2,1,6,4,4,6,4,3,5,6,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,6,8,8,7,6,7,6,6,0,2
516,0,549,1,0.49,0,28,2,1,5,7,6,6,6,6,5,6,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,1,6,7,7,8,7,6,6,5,0,2
516,0,550,0,0.63,0,30,2,0,7,6,6,6,6,4,5,3,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,0,4,7,7,7,7,6,4,4,0,2
516,0,551,1,0.53,0,27,1,1,5,6,7,7,7,5,7,9,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,1,7,8,7,7,7,8,7,9,0,2
516,0,552,1,0.59,0,25,2,1,8,7,8,9,8,8,8,6,2,27,Biochemistry & Molecular Biophysics,10,California State University Los Angeles,4,9,3,Scientist,1,7,7,7,8,7,8,7,6,0,2
517,0,531,0,0.05,0,25,4,0,5,5,5,5,5,1,1,1,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,3,7,8,6,5,4,4,4,0,6
517,0,532,0,0,0,26,4,0,8,8,7,8,8,5,8,5,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,5,8,7,5,6,3,8,3,0,6
517,0,533,0,0.3,0,26,2,0,,,,,,,,,,30,Acting,15,Southwestern University,3,1,1,Acting,0,,,,,,,,,,6
517,0,534,0,-0.01,0,24,6,1,7,7,7,7,7,7,7,7,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,3,4,5,6,5,4,4,4,0,6
517,0,535,0,0.18,0,23,2,1,8,8,8,7,7,7,8,8,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,2,4,8,6,8,5,5,3,0,6
517,0,536,0,0.32,0,29,2,0,,,,,,,,,,30,Acting,15,Southwestern University,3,1,1,Acting,0,,,,,,,,,,6
517,0,537,0,0.56,0,22,4,0,7,8,7,8,7,6,6,1,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,5,4,6,5,4,3,4,5,0,6
517,0,538,0,0.27,0,32,2,0,3,4,5,4,5,6,5,5,2,30,Acting,15,Southwestern University,3,1,1,Acting,1,6,7,7,7,8,5,6,6,0,6
517,0,539,0,0.35,0,22,2,0,,,,,,,,,,30,Acting,15,Southwestern University,3,1,1,Acting,0,,,,,,,,,,6
517,0,540,0,0.13,0,24,2,0,6,7,5,7,5,2,6,3,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,5,4,3,6,5,4,6,9,0,6
517,0,541,0,-0.32,0,23,4,1,6,7,6,8,5,4,6,5,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,4,9,8,6,7,2,5,7,0,6
517,0,542,0,0.27,0,23,4,0,,,,,,,,,,30,Acting,15,Southwestern University,3,1,1,Acting,0,,,,,,,,,,6
517,0,543,0,-0.48,0,24,4,0,5,7,8,6,7,3,3,3,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,5,4,3,2,1,6,4,5,0,6
517,0,544,0,-0.27,0,23,4,0,,,,,,,,,,30,Acting,15,Southwestern University,3,1,1,Acting,0,,,,,,,,,,6
517,0,545,0,-0.13,0,24,2,0,8,8,7,6,7,2,7,7,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,5,5,5,4,3,3,4,6,0,6
517,0,546,0,0.05,0,30,2,1,6,8,8,6,6,5,6,6,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,5,5,7,7,5,4,6,8,0,6
517,0,547,0,0.49,0,30,2,1,6,6,7,8,6,6,6,5,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,6,5,8,5,5,7,5,7,0,6
517,0,548,0,-0.01,0,30,2,0,5,6,5,2,2,1,4,5,2,30,Acting,15,Southwestern University,3,1,1,Acting,1,7,4,6,5,6,3,4,5,0,6
517,0,549,0,0.05,0,28,2,0,0,0,0,0,0,0,0,0,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,,,,,,,,,,6
517,0,550,0,0.64,0,30,2,0,8,7,6,5,6,3,4,3,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,6,4,5,4,5,3,4,5,0,6
517,0,551,0,0.43,0,27,1,0,6,7,7,6,5,5,6,1,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,3,4,4,2,5,1,2,4,0,6
517,0,552,0,0.43,0,25,2,1,6,9,9,9,8,8,7,6,2,30,Acting,15,Southwestern University,3,1,1,Acting,0,6,5,4,3,6,5,3,6,0,6
518,0,531,0,-0.36,0,25,4,0,5,10,10,5,10,1,5,1,2,23,Theater,15,University of California at Santa Barbara,2,2,1,Actress,0,5,6,7,4,8,,3,6,0,6
518,0,532,0,0,0,26,4,1,8,8,7,7,7,5,7,5,2,23,Theater,15,University of California at Santa Barbara,2,2,1,Actress,0,4,6,6,5,6,,4,4,0,6
518,0,533,0,-0.06,1,26,2,1,8,8,7,7,,4,8,7,2,23,Theater,15,University of California at Santa Barbara,2,2,1,Actress,0,6,6,7,6,6,,6,4,0,6
518,0,534,0,-0.23,0,24,6,1,8,9,8,9,9,8,8,8,2,23,Theater,15,University of California at Santa Barbara,2,2,1,Actress,0,5,5,6,4,6,,4,5,0,6
518,0,535,1,0.61,1,23,2,1,8,7,8,7,6,7,8,7,2,23,Theater,15,University of California at Santa Barbara,2,2,1,Actress,1,6,7,7,7,,5,7,7,0,6
518,0,536,0,0.61,1,29,2,0,8,7,7,7,6,4,6,4,2,23,Theater,15,University of California at Santa Barbara,2,2,1,Actress,1,7,7,7,7,6,,7,6,0,6
